current_file:.\parsedData\94792123_a2.txt														
1363905654199.00	0.00	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1024'	 'height = 768\n']-> <<BEFORE>> first user action!							
1363906203511.00	542.08	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.51937984496124'	 'y = 4.930232558139525\n']-> <<IGNORED!>>							
1363906203913.00	542.48	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906204038.00	542.61	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.51937984496124'	 'y = 4.496124031007742\n']-> <<IGNORED!>>							
1363906204131.00	542.70	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906204131:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906204551.00	543.12	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.992248062015502'	 'y = 4.775193798449603\n']-> <<IGNORED!>>							
1363906204633.00	543.20	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906204851.00	543.42	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.5\n']-> 1363906204851:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906205076.00	543.65	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.930232558139533'	 'y = 5.054263565891464\n']-> <<IGNORED!>>							
1363906205354.00	543.92	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906205415.00	543.98	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906205415:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906205517.00	544.09	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.10\n']-> <<IGNORED!>>								
1363906205564.00	544.13	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906205591.00	544.16	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.527131782945734'	 'y = 3.1782945736434005\n']-> <<IGNORED!>>							
1363906205907.00	544.48	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.10\n']-> 1363906205907:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906205922.00	544.49	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906206100.00	544.67	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.480620155038757'	 'y = 3.364341085271308\n']-> <<IGNORED!>>							
1363906206637.00	545.21	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.480620155038757'	 'y = 3.4108527131782846\n']-> <<IGNORED!>>							
1363906207500.00	546.07	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906207500:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906207610.00	546.18	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.1\n']-> <<IGNORED!>>								
1363906207611.00	546.18	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.0465116279069733'	 'y = 7.0232558139534795\n']-> <<IGNORED!>>							
1363906207736.00	546.31	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906208006.00	546.58	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906208125.00	546.69	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 4.97674418604651'	 'y = 6.96124031007751\n']-> <<IGNORED!>>							
1363906208338.00	546.91	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.0\n']-> 1363906208338:connectionFormed.nonContactAmmeterModel -> None	Test	startMeasure	nonContactAmmeter					
1363906208637.00	547.21	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 5.751937984496124'	 'y = 6.868217054263557\n']-> <<IGNORED!>>							
1363906208839.00	547.41	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906208839:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906208849.00	547.42	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906208947.00	547.52	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.1\n']-> <<IGNORED!>>								
1363906209138.00	547.71	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906209270.00	547.84	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 3.0387596899224794'	 'y = 6.976744186046503\n']-> <<IGNORED!>>							
1363906209438.00	548.01	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.1\n']-> 1363906209438:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906209448.00	548.02	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906209773.00	548.34	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.9767441860465103'	 'y = 6.868217054263557\n']-> <<IGNORED!>>							
1363906210089.00	548.66	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 2.9767441860465103'	 'y = 6.868217054263557\n']-> <<IGNORED!>>							
1363906212906.00	551.48	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 2.9767441860465103'	 'y = 6.868217054263557\n']-> <<IGNORED!>>							
1363906213163.00	551.73	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906213163:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906213587.00	552.16	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 5.364341085271318'	 'y = 5.007751937984484\n']-> <<IGNORED!>>							
1363906213662.00	552.23	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.5\n']-> 1363906213662:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906213664.00	552.23	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906214095.00	552.66	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.0930232558139545'	 'y = 4.837209302325569\n']-> <<IGNORED!>>							
1363906214147.00	552.72	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906214147:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906214640.00	553.21	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.26356589147287'	 'y = 3.4728682170542506\n']-> <<IGNORED!>>							
1363906214665.00	553.23	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906214722.00	553.29	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.10\n']-> 1363906214722:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906215196.00	553.77	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.310077519379846'	 'y = 3.379844961240297\n']-> <<IGNORED!>>							
1363906215224.00	553.79	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906215917.00	554.49	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906215917:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906216142.00	554.71	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.5\n']-> 1363906216142:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906216366.00	554.94	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.294573643410854'	 'y = 4.744186046511616\n']-> <<IGNORED!>>							
1363906216418.00	554.99	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906216450.00	555.02	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906216450:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906216766.00	555.34	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.0\n']-> 1363906216766:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906216882.00	555.45	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.2015503875969005'	 'y = 6.68217054263565\n']-> <<IGNORED!>>							
1363906216951.00	555.52	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906217374.00	555.94	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 6.2015503875969005'	 'y = 6.759689922480612\n']-> <<IGNORED!>>							
1363906222057.00	560.63	 'user'	 'wire.24'	 'sprite'	 'addedComponent'	 '\n']-> 1363906222057:addedComponent.wire -> None	Build	add	wire					
1363906223315.00	561.88	 'model'	 'junction.163'	 'junction'	 'junctionFormed'	 'component = wire.9.endJunction'	 'component = wire.16.endJunction'	 'component = wire.24.startJunction\n']-> 1363906223315:junctionFormed.junction -> None	Build	joinX	wire			
1363906224652.00	563.22	 'user'	 'wire.24'	 'sprite'	 'movedComponent'	 'x = 10.124031007751936'	 'y = 3.503875968992248'	 'x2 = 10.470528794297614'	 'y2 = 4.545092695580922\n']-> <<IGNORED!>>					
1363906224708.00	563.28	 'model'	 'junction.164'	 'junction'	 'junctionFormed'	 'component = wire.10.endJunction'	 'component = wire.21.endJunction'	 'component = wire.24.endJunction\n']-> 1363906224708:junctionFormed.junction -> None	Build	joinX	wire			
1363906225865.00	564.43	 'user'	 'wire.25'	 'sprite'	 'addedComponent'	 '\n']-> 1363906225865:addedComponent.wire -> None	Build	add	wire					
1363906229009.00	567.58	 'model'	 'junction.167'	 'junction'	 'junctionFormed'	 'component = wire.22.startJunction'	 'component = wire.23.endJunction'	 'component = wire.25.startJunction\n']-> 1363906229009:junctionFormed.junction -> None	Build	joinX	wire			
1363906229086.00	567.66	 'model'	 'junction.168'	 'junction'	 'junctionFormed'	 'component = wire.13.startJunction'	 'component = wire.19.startJunction'	 'component = wire.25.endJunction\n']-> 1363906229086:junctionFormed.junction -> reading_updated	Revise	joinX	wire			
1363906229643.00	568.21	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4.50\n']-> <<IGNORED!>>								
1363906229801.00	568.37	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.99\n']-> <<IGNORED!>>								
1363906229801.00	568.37	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4.50 Amps\n']-> <<IGNORED!>>								
1363906280568.00	619.14	 'system'	 'phetFrame'	 'window'	 'deactivated'	 '\n']-> pause								
pause <1363906225865	#VALUE!	1363906278570> =52705												
1363906280570 <<pause ENDED!>> time before next action = 2000	#VALUE!													
1363906280570.00	619.14	 'user'	 'batteryResistanceEditor'	 'editor'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906283594.00	622.16	 'user'	 'batteryResistanceEditor.slider'	 'editor'	 'startDrag'	 'component = battery.0'	 'value = 0.0\n']-> <<IGNORED!>>							
1363906284265.00	622.83	 'user'	 'batteryResistanceEditor.slider'	 'editor'	 'endDrag'	 'component = battery.0'	 'value = 0.27\n']-> 1363906284265:endDrag.batteryResistanceEditor -> reading_updated	Extra	sliderEndDrag	battery				
1363906284329.00	622.90	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 3.96\n']-> <<IGNORED!>>								
1363906284329.00	622.90	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 800\n']-> <<IGNORED!>>								
1363906284501.00	623.07	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 7.93\n']-> <<IGNORED!>>								
1363906284502.00	623.07	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 3.96 Amps\n']-> <<IGNORED!>>								
1363906288674.00	627.24	 'user'	 'batteryResistanceEditor'	 'editor'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906290303.00	628.87	 'user'	 'batteryResistanceEditor'	 'editor'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906293274.00	631.84	 'user'	 'batteryResistanceEditor.slider'	 'editor'	 'startDrag'	 'component = battery.0'	 'value = 0.27\n']-> <<IGNORED!>>							
1363906293706.00	632.28	 'user'	 'batteryResistanceEditor.slider'	 'editor'	 'endDrag'	 'component = battery.0'	 'value = 0.0\n']-> 1363906293706:endDrag.batteryResistanceEditor -> reading_updated	Extra	sliderEndDrag	battery				
1363906293913.00	632.48	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4.50\n']-> <<IGNORED!>>								
1363906294100.00	632.67	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.99\n']-> <<IGNORED!>>								
1363906294139.00	632.71	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4.50 Amps\n']-> <<IGNORED!>>								
1363906297149.00	635.72	 'user'	 'batteryResistanceEditor'	 'editor'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906297149.00	635.72	 'system'	 'phetFrame'	 'window'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906298311.00	636.88	 'user'	 'blackProbe'	 'sprite'	 'startDrag'	 'x = 7.138728682170546'	 'y = 5.8062015503876\n']-> <<IGNORED!>>							
1363906298421.00	636.99	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> 1363906298421:connectionBroken.voltmeterBlackLeadModel -> None	Test	endMeasure	voltmeter					
1363906298868.00	637.44	 'user'	 'blackProbe'	 'sprite'	 'drag'	 'x = 6.54958139534884'	 'y = 7.480620155038766\n']-> <<IGNORED!>>							
1363906298879.00	637.45	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = branch: wire.0'	 'voltageAddon = 4.145664371991652E-4\n']-> 1363906298879:connectionFormed.voltmeterBlackLeadModel -> deliberate_measure	Test	startMeasure	voltmeter				
1363906299371.00	637.94	 'user'	 'blackProbe'	 'sprite'	 'drag'	 'x = 6.5340775193798475'	 'y = 7.480620155038766\n']-> <<IGNORED!>>							
1363906299375.00	637.94	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363906299999.00	638.57	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> 1363906299999:connectionBroken.voltmeterBlackLeadModel -> None	Test	endMeasure	voltmeter					
1363906300039.00	638.61	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = branch: wire.5'	 'voltageAddon = -5.6069421973167124E-5\n']-> <<IGNORED!>>							
1363906300048.00	638.62	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906300271.00	638.84	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = branch: wire.5'	 'voltageAddon = -6.004145331410529E-5\n']-> <<IGNORED!>>							
1363906300283.00	638.85	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionBroken'	 'connections = none\n']-> <<IGNORED!>>								
1363906300478.00	639.05	 'user'	 'blackProbe'	 'sprite'	 'drag'	 'x = 6.5340775193798475'	 'y = 9.573643410852718\n']-> <<IGNORED!>>							
1363906300536.00	639.11	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.99\n']-> <<IGNORED!>>								
1363906300607.00	639.18	 'model'	 'voltmeterBlackLeadModel'	 'modelElement'	 'connectionFormed'	 'connections = branch: wire.0'	 'voltageAddon = 4.134322158708801E-4\n']-> 1363906300607:connectionFormed.voltmeterBlackLeadModel -> deliberate_measure	Test	startMeasure	voltmeter				
1363906301038.00	639.61	 'user'	 'blackProbe'	 'sprite'	 'drag'	 'x = 6.503069767441863'	 'y = 7.868217054263571\n']-> <<IGNORED!>>							
1363906301092.00	639.66	 'user'	 'blackProbe'	 'sprite'	 'endDrag'	 'x = 6.503069767441863'	 'y = 7.868217054263571\n']-> <<IGNORED!>>							
1363906301107.00	639.68	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363906304030.00	642.60	 'system'	 'phetFrame'	 'window'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906304031.00	642.60	 'user'	 'voltageEditor'	 'editor'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906306036.00	644.61	 'user'	 'voltageEditor'	 'editor'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363906306037.00	644.61	 'system'	 'phetFrame'	 'window'	 'activated'	 '\n']-> <<IGNORED!>>								
1363906310015.00	648.58	 'user'	 'battery.0.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363906310015:pressed.battery -> None	Interface	view	showValues					
1363906313467.00	652.04	 'user'	 'resistor.0.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363906313467:pressed.resistor -> None	Interface	view	showValues					
1363906315408.00	653.98	 'user'	 'resistor.1.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363906315408:pressed.resistor -> None	Interface	view	showValues					
1363906317005.00	655.57	 'user'	 'resistor.2.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363906317005:pressed.resistor -> None	Interface	view	showValues					
1363906318494.00	657.06	 'user'	 'resistor.3.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363906318494:pressed.resistor -> None	Interface	view	showValues					
1363906321353.00	659.92	 'user'	 'resistor.4.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363906321353:pressed.resistor -> None	Interface	view	showValues					
1363906323259.00	661.83	 'user'	 'junction.58'	 'sprite'	 'movedJunction'	 'x = 6.062015503875969'	 'y = 5.612403100775194'	 'component = resistor.0.endJunction'	 'component = wire.5.startJunction\n']-> 1363906323259:movedJunction.junction -> None	Organize	organizeWorkspace	junction		
1363906324252.00	662.82	 'model'	 'junction.58'	 'junction'	 'junctionSplit'	 'component = resistor.0.endJunction'	 'component = wire.5.startJunction\n']-> 1363906324252:junctionSplit.junction -> reading_updated	Revise	split	junction				
1363906324858.00	663.43	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 3.60\n']-> <<IGNORED!>>								
1363906324966.00	663.54	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 3.60 Amps\n']-> <<IGNORED!>>								
1363906325516.00	664.09	 'user'	 'junction.164'	 'sprite'	 'movedJunction'	 'x = 10.635658914728682'	 'y = 4.511627906976744'	 'component = wire.10.endJunction'	 'component = wire.21.endJunction'	 'component = wire.24.endJunction\n']-> 1363906325516:movedJunction.junction -> None	Organize	organizeWorkspace	junction	
1363906325939.00	664.51	 'model'	 'junction.164'	 'junction'	 'junctionSplit'	 'component = wire.10.endJunction'	 'component = wire.21.endJunction'	 'component = wire.24.endJunction\n']-> 1363906325939:junctionSplit.junction -> reading_updated	Revise	split	junction			
1363906326543.00	665.11	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906326582.00	665.15	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.00 Amps\n']-> <<IGNORED!>>								
1363906327704.00	666.27	 'user'	 'junction.167'	 'sprite'	 'movedJunction'	 'x = 2.3255813953488373'	 'y = 4.403100775193798'	 'component = wire.22.startJunction'	 'component = wire.23.endJunction'	 'component = wire.25.startJunction\n']-> 1363906327704:movedJunction.junction -> None	Organize	organizeWorkspace	junction	
1363906328431.00	667.00	 'model'	 'junction.167'	 'junction'	 'junctionSplit'	 'component = wire.22.startJunction'	 'component = wire.23.endJunction'	 'component = wire.25.startJunction\n']-> 1363906328431:junctionSplit.junction -> None	Revise	split	junction			
1363906332693.00	671.26	 'user'	 'junction.170'	 'sprite'	 'movedJunction'	 'x = 8.96124031007752'	 'y = 5.891472868217054'	 'component = wire.5.startJunction\n']-> 1363906332693:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906333614.00	672.18	 'user'	 'resistor.5'	 'sprite'	 'addedComponent'	 '\n']-> 1363906333614:addedComponent.resistor -> None	Build	add	resistor					
1363906334764.00	673.33	 'model'	 'junction.179'	 'junction'	 'junctionFormed'	 'component = wire.5.startJunction'	 'component = resistor.5.endJunction\n']-> 1363906334764:junctionFormed.junction -> None	Build	join	resistor				
1363906335596.00	674.17	 'user'	 'wire.26'	 'sprite'	 'addedComponent'	 '\n']-> 1363906335596:addedComponent.wire -> None	Build	add	wire					
1363906336698.00	675.27	 'model'	 'junction.182'	 'junction'	 'junctionFormed'	 'component = resistor.0.endJunction'	 'component = wire.26.startJunction\n']-> 1363906336698:junctionFormed.junction -> None	Build	join	wire				
1363906336792.00	675.36	 'model'	 'junction.183'	 'junction'	 'junctionFormed'	 'component = resistor.5.startJunction'	 'component = wire.26.endJunction\n']-> 1363906336792:junctionFormed.junction -> reading_updated	Revise	join	wire				
1363906337321.00	675.89	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.45\n']-> <<IGNORED!>>								
1363906337347.00	675.92	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.45 Amps\n']-> <<IGNORED!>>								
1363906348310.00	686.88	 'user'	 'resistor.5'	 'sprite'	 'removedComponent'	 '\n']-> 1363906348310:removedComponent.resistor -> reading_updated	Revise	remove	resistor					
1363906348818.00	687.39	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906348843.00	687.41	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.00 Amps\n']-> <<IGNORED!>>								
1363906350196.00	688.77	 'user'	 'junction.179'	 'sprite'	 'movedJunction'	 'x = 7.862740310077517'	 'y = 5.891472868217054'	 'component = wire.5.startJunction\n']-> 1363906350196:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906350252.00	688.82	 'model'	 'junction.184'	 'junction'	 'junctionFormed'	 'component = wire.5.startJunction'	 'component = wire.26.endJunction\n']-> 1363906350252:junctionFormed.junction -> reading_updated	Revise	join	wire				
1363906350812.00	689.38	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.90\n']-> <<IGNORED!>>								
1363906350842.00	689.41	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906352622.00	691.19	 'user'	 'junction.184'	 'sprite'	 'movedJunction'	 'x = 8.015503875968992'	 'y = 6.0310077519379846'	 'component = wire.5.startJunction'	 'component = wire.26.endJunction\n']-> 1363906352622:movedJunction.junction -> None	Organize	organizeWorkspace	junction		
1363906355872.00	694.44	 'model'	 'junction.184'	 'junction'	 'junctionSplit'	 'component = wire.5.startJunction'	 'component = wire.26.endJunction\n']-> 1363906355872:junctionSplit.junction -> reading_updated	Revise	split	junction				
1363906356490.00	695.06	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906356540.00	695.11	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.00 Amps\n']-> <<IGNORED!>>								
1363906357369.00	695.94	 'user'	 'junction.185'	 'sprite'	 'movedJunction'	 'x = 9.069767441860465'	 'y = 6.093023255813954'	 'component = wire.5.startJunction\n']-> 1363906357369:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906359102.00	697.67	 'user'	 'resistor.6'	 'sprite'	 'addedComponent'	 '\n']-> 1363906359102:addedComponent.resistor -> None	Build	add	resistor					
1363906360141.00	698.71	 'model'	 'junction.189'	 'junction'	 'junctionFormed'	 'component = wire.5.startJunction'	 'component = resistor.6.endJunction\n']-> 1363906360141:junctionFormed.junction -> None	Build	join	resistor				
1363906363413.00	701.98	 'user'	 'junction.187'	 'sprite'	 'movedJunction'	 'x = 7.976877035087574'	 'y = 5.982150315996414'	 'component = resistor.6.startJunction\n']-> 1363906363413:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906364844.00	703.41	 'user'	 'junction.186'	 'sprite'	 'movedJunction'	 'x = 8.042778208300012'	 'y = 5.631896129198847'	 'component = wire.26.endJunction\n']-> 1363906364844:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906364908.00	703.48	 'model'	 'junction.190'	 'junction'	 'junctionFormed'	 'component = wire.26.endJunction'	 'component = resistor.6.startJunction\n']-> 1363906364908:junctionFormed.junction -> reading_updated	Revise	join	resistor				
1363906365463.00	704.03	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.45\n']-> <<IGNORED!>>								
1363906365494.00	704.06	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.45 Amps\n']-> <<IGNORED!>>								
1363906368131.00	706.70	 'user'	 'junction.189'	 'sprite'	 'movedJunction'	 'x = 9.085271317829458'	 'y = 5.705426356589148'	 'component = wire.5.startJunction'	 'component = resistor.6.endJunction\n']-> 1363906368131:movedJunction.junction -> None	Organize	organizeWorkspace	junction		
1363906368802.00	707.37	 'model'	 'junction.189'	 'junction'	 'junctionSplit'	 'component = wire.5.startJunction'	 'component = resistor.6.endJunction\n']-> 1363906368802:junctionSplit.junction -> reading_updated	Revise	split	junction				
1363906369399.00	707.97	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906369431.00	708.00	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.00 Amps\n']-> <<IGNORED!>>								
