Activity,student,Time Stamp,Family,Action,Component,Outcome,#circuits,#circuits_w_battery,#loops,#components,#battery,#circuitSwitch,#grabBagResistor,#lightBulb,#resistor,#seriesAmmeter,current_is_circuit,current_#loops,current_#components,current_#battery,current_#circuitSwitch,current_#grabBagResistor,current_#lightBulb,current_#resistor,current_#seriesAmmeter,non_default_resistor_values
a2,41295172,1363635048851,Construct,changeResistance,resistor,reading_updated,1,1,3,5,1,0,0,2,2,0,1,3,5,1,0,0,2,2,0,1
a2,42175126,1373576525652,Construct,add,wire,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576527309,Construct,add,battery,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576530637,Construct,join,wire,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576531574,Construct,organizeWorkspace,junction,None,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576533152,Construct,add,resistor,None,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576535668,Construct,organizeWorkspace,junction,None,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576535684,Construct,join,resistor,None,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373576537215,Construct,organizeWorkspace,resistor,None,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576538137,Construct,add,wire,None,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576540449,Construct,join,wire,None,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373576541496,Construct,organizeWorkspace,junction,None,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373576541512,Construct,join,wire,current_change,1,1,1,2,1,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0
a2,42175126,1373576553590,Construct,organizeWorkspace,junction,None,1,1,1,2,1,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0
a2,42175126,1373576555199,Construct,remove,wire,current_change,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576556418,Construct,add,wire,None,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576557590,Construct,join,wire,None,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373576558402,Construct,add,resistor,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576559059,Construct,join,resistor,None,0,0,0,3,1,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373576560871,Construct,add,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576561402,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373576563012,Construct,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373576563824,Construct,add,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576564980,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373576565012,Construct,join,wire,current_change,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373576570387,Construct,changeResistance,resistor,current_change,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576570902,Construct,changeResistance,resistor,current_change,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576571527,Construct,sliderEndDrag,resistor,current_change,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576581309,Interface,enableComponent,voltmeter,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576588902,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576590105,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576592559,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576594168,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576595293,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576610465,Construct,changeResistance,resistor,reading_updated,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576611637,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576613762,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576630949,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576632480,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576639793,Construct,changeResistance,resistor,reading_updated,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576643652,Construct,changeResistance,resistor,reading_updated,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576644699,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576646309,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576649309,Interface,enableComponent,nonContactAmmeter,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576651605,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576653309,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576653871,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576656246,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576656247,pause,pause,pause,pause,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576713043,Interface,view,showValues,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576715293,Interface,view,showValues,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576717730,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576719637,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373576719638,pause,pause,pause,pause,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576806371,Construct,organizeWorkspace,resistor,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576808340,Construct,remove,wire,current_change,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576810715,Construct,organizeWorkspace,resistor,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576812590,Construct,remove,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576813980,Construct,organizeWorkspace,resistor,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576818621,Construct,remove,resistor,None,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576820074,Construct,add,resistor,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576826090,Construct,add,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576828293,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576829793,Construct,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576831402,Construct,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576833793,Construct,add,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576834824,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576836074,Construct,organizeWorkspace,junction,None,0,0,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
a2,42175126,1373576838840,Construct,add,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576839559,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
a2,42175126,1373576839605,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373576840387,Construct,add,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576841262,Construct,join,wire,None,0,0,0,3,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373576841309,Construct,join,wire,current_change,1,1,1,3,1,0,0,0,2,0,1,1,2,1,0,0,0,1,0,0
a2,42175126,1373576842293,Construct,add,wire,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576842902,Construct,joinX,wire,None,1,1,1,3,1,0,0,0,2,0,1,1,2,1,0,0,0,1,0,0
a2,42175126,1373576844215,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,0,2,0,1,1,2,1,0,0,0,1,0,0
a2,42175126,1373576844777,Construct,add,wire,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576845402,Construct,join,wire,None,1,1,1,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
a2,42175126,1373576845449,Construct,join,wire,None,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373576846074,Construct,add,wire,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576847590,Construct,join,wire,None,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373576848730,Construct,add,wire,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576850480,Construct,joinX,wire,None,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373576851340,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373576851371,Construct,join,wire,current_change,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,0
a2,42175126,1373576858059,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,0
a2,42175126,1373576859621,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,0
a2,42175126,1373576861090,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,0
a2,42175126,1373576868355,Construct,changeResistance,resistor,current_change,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576869621,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576870746,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576871684,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576872871,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576872872,pause,pause,pause,pause,1,1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576948871,Test_simple_default_nonContactAmmeter,traceMeasure,nonContactAmmeter,None,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576950340,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576951137,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576952184,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576953355,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,2,3,1,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576953356,pause,pause,pause,pause,1,1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576991543,Construct,add,battery,None,1,1,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373576994855,Test_simple_default_nonContactAmmeter,traceMeasure,nonContactAmmeter,None,1,1,2,4,2,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576996012,Test_simple_default_nonContactAmmeter,startMeasure,nonContactAmmeter,deliberate_measure,1,1,2,4,2,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373576996013,pause,pause,pause,pause,1,1,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577019652,Construct,join,wire,None,1,1,2,4,2,0,0,0,2,0,1,2,3,1,0,0,0,2,0,1
a2,42175126,1373577019653,pause,pause,pause,pause,1,1,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577019654,pause,pause,pause,pause,1,1,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577097746,Construct,organizeWorkspace,resistor,None,1,1,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577099793,Construct,remove,wire,current_change,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577100730,Construct,remove,wire,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577101199,Construct,organizeWorkspace,wire,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577101418,Construct,remove,wire,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577102371,Construct,remove,wire,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577103652,Construct,organizeWorkspace,resistor,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577104418,Construct,remove,wire,current_change,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577105543,Construct,organizeWorkspace,junction,None,0,0,0,4,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373577106246,Construct,add,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577107574,Construct,join,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373577109293,Construct,organizeWorkspace,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577110684,Construct,join,resistor,None,0,0,0,4,2,0,0,0,2,0,0,0,3,1,0,0,0,2,0,1
a2,42175126,1373577111777,Construct,add,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577112434,Construct,join,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,3,1,0,0,0,2,0,1
a2,42175126,1373577112496,Construct,join,wire,current_change,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373577116652,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373577117668,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373577119262,Test_simple_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,1
a2,42175126,1373577137637,Construct,changeResistance,resistor,reading_updated,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577139043,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577140652,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577140653,pause,pause,pause,pause,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577204949,Construct,organizeWorkspace,resistor,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577206371,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577208590,Test_simple_not_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577211215,Construct,organizeWorkspace,battery,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577223012,Construct,remove,resistor,reading_updated,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577223762,Construct,remove,wire,None,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577224777,Construct,organizeWorkspace,junction,None,0,0,0,3,2,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373577224809,Construct,join,battery,reading_updated,1,1,1,3,2,0,0,0,1,0,1,1,2,1,0,0,0,1,0,0
a2,42175126,1373577231137,Construct,changeResistance,resistor,current_change,1,1,1,3,2,0,0,0,1,0,1,1,2,1,0,0,0,1,0,1
a2,42175126,1373577232152,Test_basic_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,2,0,0,0,1,0,1,1,2,1,0,0,0,1,0,1
a2,42175126,1373577233746,Test_basic_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,2,0,0,0,1,0,1,1,2,1,0,0,0,1,0,1
a2,42175126,1373577244637,Test_basic_default_voltmeter,startMeasure,voltmeter,deliberate_measure,1,1,1,3,2,0,0,0,1,0,1,1,2,1,0,0,0,1,0,1
a2,42175126,1373577248293,Construct,organizeWorkspace,resistor,None,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577250527,Construct,add,resistor,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577251559,Construct,add,resistor,None,1,1,1,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577253605,Construct,add,resistor,None,1,1,1,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577254277,Construct,join,resistor,None,1,1,1,6,2,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0
a2,42175126,1373577256246,Construct,remove,wire,current_change,0,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577261809,Construct,remove,resistor,None,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577262824,Construct,join,resistor,None,0,0,0,5,2,0,0,0,3,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373577263762,Construct,remove,resistor,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577265355,Construct,add,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577266480,Construct,join,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
a2,42175126,1373577267293,Construct,join,resistor,None,0,0,0,4,2,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373577267887,Construct,add,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577268512,Construct,join,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373577269309,Construct,add,resistor,None,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577269730,Construct,join,resistor,None,0,0,0,5,2,0,0,0,3,0,0,0,4,1,0,0,0,3,0,0
a2,42175126,1373577271199,Construct,add,wire,None,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577271715,Construct,joinX,wire,None,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577273293,Construct,organizeWorkspace,junction,None,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577274105,Construct,remove,wire,None,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577274668,Construct,add,wire,None,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577275590,Construct,join,wire,None,0,0,0,5,2,0,0,0,3,0,0,0,4,1,0,0,0,3,0,0
a2,42175126,1373577276480,Construct,organizeWorkspace,junction,None,0,0,0,5,2,0,0,0,3,0,0,0,4,1,0,0,0,3,0,0
a2,42175126,1373577276527,Construct,join,wire,current_change,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577280355,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577283043,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577284105,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577285293,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577286793,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577294871,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577297418,Test_complex_not,startMeasure,voltmeter,deliberate_measure,1,1,1,5,2,0,0,0,3,0,1,1,4,1,0,0,0,3,0,0
a2,42175126,1373577297419,pause,pause,pause,pause,1,1,1,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577367340,Construct,organizeWorkspace,battery,None,1,1,1,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577367341,pause,pause,pause,pause,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577452012,Construct,remove,resistor,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577453434,Construct,organizeWorkspace,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577453934,Construct,remove,wire,None,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577455449,Construct,organizeWorkspace,junction,None,0,0,0,4,2,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0
a2,42175126,1373577455496,Construct,join,wire,reading_updated,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577459840,Construct,add,wire,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577460559,Construct,joinX,wire,None,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577461809,Construct,organizeWorkspace,junction,None,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577462402,Construct,add,wire,None,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577463246,Construct,join,wire,None,1,1,1,4,2,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577464168,Construct,organizeWorkspace,battery,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577465637,Construct,add,wire,None,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a2,42175126,1373577467090,Construct,joinX,wire,None,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
a2,42175126,1373577468480,Construct,organizeWorkspace,junction,None,1,1,1,3,1,0,0,0,2,0,1,1,3,1,0,0,0,2,0,0
