Activity,Student#,Time Stamp,Family,Action,Component,Outcome,#circuits,#circuits_w_battery,#loops,#components,#battery,#circuitSwitch,#grabBagResistor,#lightBulb,#resistor,#seriesAmmeter,current_is_circuit,current_#loops,current_#components,current_#battery,current_#circuitSwitch,current_#grabBagResistor,current_#lightBulb,current_#resistor,current_#seriesAmmeter
a2,51352592,1363371843007,Revise,joinX,wire,current_change,3,3,23,22,5,0,0,0,17,0,N,1,4,6,1,0,0,0,5,0
a2,51352592,1363371848038,Interface,view,showValues,None,3,3,23,22,5,0,0,0,17,0,N,0,0,0,0,0,0,0,0,0
a2,51352592,1363371859101,Revise,remove,resistor,current_change,3,3,22,21,5,0,0,0,16,0,N,0,0,0,0,0,0,0,0,0
a2,51352592,1363371860647,Organize,organizeWorkspace,junction,None,3,3,22,21,5,0,0,0,16,0,N,1,3,5,1,0,0,0,4,0
a2,51352592,1363371860944,Revise,join,wire,current_change,3,3,23,21,5,0,0,0,16,0,N,1,4,5,1,0,0,0,4,0
a2,51352592,1363371874913,Organize,organizeWorkspace,resistor,None,3,3,23,21,5,0,0,0,16,0,N,0,0,0,0,0,0,0,0,0
a2,51352592,1363371881819,Revise,remove,resistor,current_change,3,3,22,20,5,0,0,0,15,0,N,0,0,0,0,0,0,0,0,0
a2,51352592,1363371883460,Organize,organizeWorkspace,junction,None,3,3,22,20,5,0,0,0,15,0,N,1,3,4,1,0,0,0,3,0
a2,51352592,1363371884694,Build,add,resistor,None,3,3,22,21,5,0,0,0,16,0,N,0,0,0,0,0,0,0,0,0
a2,51352592,1363371886554,Build,join,resistor,None,3,3,22,21,5,0,0,0,16,0,N,1,3,5,1,0,0,0,4,0
a2,51352592,1363371888226,Organize,organizeWorkspace,junction,None,3,3,22,21,5,0,0,0,16,0,N,1,3,5,1,0,0,0,4,0
a2,51352592,1363371889226,Organize,organizeWorkspace,junction,None,3,3,22,21,5,0,0,0,16,0,N,1,3,5,1,0,0,0,4,0
a2,51352592,1363371889538,Revise,join,resistor,current_change,3,3,23,21,5,0,0,0,16,0,N,1,4,5,1,0,0,0,4,0
a2,51352592,1363371902522,Organize,organizeWorkspace,junction,None,3,3,23,21,5,0,0,0,16,0,N,1,4,5,1,0,0,0,4,0
a2,51876107,1373479245300,Build,add,wire,None,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479250144,Organize,organizeWorkspace,junction,None,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479251082,Build,add,wire,None,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479251863,Build,join,wire,None,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479253160,Organize,organizeWorkspace,junction,None,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479253769,Build,add,resistor,None,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479254301,Build,join,resistor,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479255582,Organize,organizeWorkspace,junction,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479256644,Build,add,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479257207,Build,join,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479257707,Organize,organizeWorkspace,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479258504,Organize,organizeWorkspace,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479260442,Organize,organizeWorkspace,junction,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479262520,Build,add,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479263285,Build,join,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479265161,Organize,organizeWorkspace,junction,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479270317,Build,add,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479272067,Build,join,wire,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479274317,Organize,organizeWorkspace,junction,None,0,0,0,1,0,0,0,0,1,0,N,0,0,1,0,0,0,0,1,0
a2,51876107,1373479275161,Build,add,battery,None,0,0,0,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479275849,Build,join,battery,None,0,0,0,2,1,0,0,0,1,0,N,0,0,2,1,0,0,0,1,0
a2,51876107,1373479277192,Organize,organizeWorkspace,junction,None,0,0,0,2,1,0,0,0,1,0,N,0,0,2,1,0,0,0,1,0
a2,51876107,1373479278286,Build,add,wire,None,0,0,0,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479280005,Build,join,wire,None,0,0,0,2,1,0,0,0,1,0,N,0,0,2,1,0,0,0,1,0
a2,51876107,1373479281068,Organize,organizeWorkspace,junction,None,0,0,0,2,1,0,0,0,1,0,N,0,0,2,1,0,0,0,1,0
a2,51876107,1373479281083,Revise,join,wire,current_change,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479283521,Interface,view,showValues,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479291521,Interface,enableComponent,voltmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479295068,Test,startMeasure,voltmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479296568,Test,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479297490,Test,endMeasure,voltmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479297584,Test,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479298787,Test,endMeasure,voltmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479298865,Test,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479306116,Interface,view,showValues,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479315773,Revise,changeResistance,resistor,current_change,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479320320,Test,endMeasure,voltmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479320445,Test,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479330289,Interface,enableComponent,nonContactAmmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479333180,Test,endMeasure,voltmeter,None,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479333570,Test,startMeasure,voltmeter,deliberate_measure,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479335430,Test,startMeasure,nonContactAmmeter,None,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479336055,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,1,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479337664,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479343290,Revise,changeResistance,resistor,reading_updated,1,1,1,2,1,0,0,0,1,0,N,1,1,2,1,0,0,0,1,0
a2,51876107,1373479343291,pause,pause,pause,pause,0,0,0,2,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479397417,Organize,organizeWorkspace,junction,None,0,0,0,2,1,0,0,0,1,0,N,0,0,2,1,0,0,0,1,0
a2,51876107,1373479398324,Build,add,resistor,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479398839,Build,join,resistor,None,0,0,0,3,1,0,0,0,2,0,N,0,0,3,1,0,0,0,2,0
a2,51876107,1373479402246,Organize,organizeWorkspace,resistor,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479402902,Build,add,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479404277,Build,join,wire,None,0,0,0,3,1,0,0,0,2,0,N,0,0,3,1,0,0,0,2,0
a2,51876107,1373479404324,Revise,join,wire,reading_updated,1,1,1,3,1,0,0,0,2,0,N,1,1,3,1,0,0,0,2,0
a2,51876107,1373479407590,Organize,organizeWorkspace,junction,None,1,1,1,3,1,0,0,0,2,0,N,1,1,3,1,0,0,0,2,0
a2,51876107,1373479408527,Build,add,wire,None,1,1,1,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479410512,Build,joinX,wire,None,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,51876107,1373479411809,Organize,organizeWorkspace,junction,None,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,51876107,1373479413246,Build,add,wire,None,1,1,2,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479413949,Build,join,wire,None,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,51876107,1373479416434,Organize,organizeWorkspace,junction,None,1,1,2,3,1,0,0,0,2,0,N,1,2,3,1,0,0,0,2,0
a2,51876107,1373479417528,Build,add,wire,None,1,1,2,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479421481,Build,add,wire,None,1,1,2,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479422137,Build,join,wire,None,1,1,2,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479423591,Organize,organizeWorkspace,junction,None,1,1,2,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479423622,Build,joinX,wire,None,1,1,3,3,1,0,0,0,2,0,N,1,3,3,1,0,0,0,2,0
a2,51876107,1373479428997,Test,endMeasure,voltmeter,None,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479429450,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479431732,Test,endMeasure,voltmeter,None,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479433341,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479433342,pause,pause,pause,pause,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479449295,Test,endMeasure,voltmeter,None,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479449404,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,3,1,0,0,0,2,0,N,1,3,3,1,0,0,0,2,0
a2,51876107,1373479451014,Test,endMeasure,voltmeter,None,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479451420,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,3,1,0,0,0,2,0,N,1,3,3,1,0,0,0,2,0
a2,51876107,1373479455202,Interface,view,showValues,None,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479456452,Interface,view,showValues,None,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479456453,pause,pause,pause,pause,1,1,3,3,1,0,0,0,2,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479561769,Build,add,resistor,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479562566,Build,join,resistor,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479563738,Revise,join,resistor,reading_updated,1,1,4,4,1,0,0,0,3,0,N,1,4,4,1,0,0,0,3,0
a2,51876107,1373479565082,Revise,split,junction,reading_updated,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479571082,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479571504,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479571879,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479572208,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479572692,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479572739,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479572817,Test,startMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479573083,Test,traceMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479573801,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479573817,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479578895,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479579052,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479579989,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479580442,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479580443,pause,pause,pause,pause,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479611116,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479611756,Test,startMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479612116,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479612444,Test,startMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479612944,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479613006,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479613694,Test,traceMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479613725,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479615444,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479615569,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479616647,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479616710,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479618710,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479618929,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479620272,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479620647,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479631336,Revise,changeResistance,resistor,reading_updated,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479633664,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479633695,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479634898,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479635586,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479636570,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479636617,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479638133,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479638180,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479648149,Revise,changeResistance,resistor,reading_updated,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479652571,Revise,changeResistance,resistor,reading_updated,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479652572,pause,pause,pause,pause,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479671259,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479671775,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479671994,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479672541,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479672963,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479673447,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479673494,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479680635,Revise,changeResistance,resistor,reading_updated,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479680636,pause,pause,pause,pause,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479708480,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479708590,Test,startMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479708855,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479708886,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479710636,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479710715,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479711527,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479711715,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479712168,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479712449,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479713887,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479714293,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479714793,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479715230,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479727372,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479727590,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479730419,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479730497,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479731841,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479732263,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479732264,pause,pause,pause,pause,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479753904,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479754686,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479756092,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479757108,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479763030,Interface,view,showValues,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479764827,Interface,view,showValues,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479768999,Revise,changeResistance,resistor,reading_updated,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479774483,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479775202,Test,traceMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479775452,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479775780,Test,startMeasure,nonContactAmmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479776499,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479776968,Test,traceMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479779828,Test,traceMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479779843,Test,endMeasure,nonContactAmmeter,reading_updated,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479780921,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479781046,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479783406,Test,endMeasure,voltmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479783703,Test,startMeasure,voltmeter,deliberate_measure,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479783704,pause,pause,pause,pause,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479910772,Interface,view,showValues,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
a2,51876107,1373479916788,Test,traceMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479916803,Test,traceMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479917522,Test,startMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,1,3,4,1,0,0,0,3,0
a2,51876107,1373479919319,Test,endMeasure,nonContactAmmeter,None,1,1,3,4,1,0,0,0,3,0,N,0,0,0,0,0,0,0,0,0
