student	Time Stamp	Action	Component	Nodes	Edges	ResistorValues
10009106	1044.21899986	startMeasure	nonContactAmmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=20.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1064.70299983	startMeasure	nonContactAmmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1074.23399997	startMeasure	nonContactAmmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1074.89099979	startMeasure	nonContactAmmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1088.85899997	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1090.6559999	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1102.84399986	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1103.98399997	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=10.0,resistor.0=30.0,resistor.3=10.0,resistor.2=30.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1150.14099979	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=20.0,resistor.0=30.0,resistor.3=10.0,resistor.2=10.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1151.35899997	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=20.0,resistor.0=30.0,resistor.3=10.0,resistor.2=10.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1158.375	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=20.0,resistor.0=30.0,resistor.3=10.0,resistor.2=10.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1159.68799996	startMeasure	voltmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=20.0,resistor.0=30.0,resistor.3=10.0,resistor.2=10.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
10009106	1172.32799983	startMeasure	nonContactAmmeter	wire.24,wire.25,wire.22,wire.23,wire.20,wire.21,wire.7,wire.6,wire.5,wire.3,wire.2,wire.1,wire.0,resistor.1,resistor.0,resistor.2,resistor.5,resistor.4,resistor.7,wire.8,battery.0,battery.1,battery.2,battery.3,battery.4,battery.5,wire.18,resistor.9,resistor.13,resistor.8,wire.17,wire.16,wire.15,wire.14,wire.13,wire.12,wire.11,wire.10,resistor.14,resistor.11,resistor.10,wire.19,resistor.12,resistor.6	wire.24+resistor.14,wire.24+battery.5,wire.24+wire.21,wire.25+resistor.14,wire.25+wire.23,wire.25+battery.5,wire.22+resistor.13,wire.22+resistor.12,wire.23+resistor.14,wire.23+resistor.12,wire.20+resistor.9,wire.20+battery.4,wire.20+wire.19,wire.21+resistor.14,wire.21+resistor.13,wire.7+resistor.1,wire.7+resistor.2,wire.6+resistor.1,wire.6+battery.2,wire.5+battery.2,wire.5+resistor.2,wire.3+battery.1,wire.3+resistor.5,wire.2+battery.0,wire.2+resistor.0,wire.1+battery.1,wire.1+resistor.6,wire.0+battery.0,wire.0+resistor.0,resistor.5+wire.8,resistor.4+wire.10,resistor.4+wire.8,resistor.7+wire.14,resistor.7+wire.13,resistor.7+wire.12,resistor.7+wire.11,battery.3+wire.14,battery.3+wire.13,battery.4+wire.17,wire.18+resistor.11,wire.18+resistor.10,wire.18+wire.19,resistor.9+wire.17,resistor.9+wire.16,resistor.9+wire.19,resistor.8+wire.12,resistor.8+wire.11,wire.17+wire.16,wire.16+wire.15,wire.16+resistor.10,wire.15+resistor.11,wire.15+resistor.10,wire.14+wire.12,wire.13+wire.11,wire.10+resistor.6,resistor.10+wire.19	resistor.9=10.0,resistor.8=10.0,resistor.1=20.0,resistor.0=30.0,resistor.3=10.0,resistor.2=10.0,resistor.5=10.0,resistor.4=10.0,resistor.7=10.0,resistor.6=10.0,resistor.14=10.0,resistor.11=10.0,resistor.10=10.0,resistor.13=10.0,resistor.12=10.0
